,SYMBOL,NAME OF COMPANY, SERIES, DATE OF LISTING, PAID UP VALUE, MARKET LOT, ISIN NUMBER, FACE VALUE
1603,TATACONSUM,TATA CONSUMER PRODUCTS LIMITED,EQ,18-NOV-1998,1,1,INE192A01025,1
1604,TATAELXSI,Tata Elxsi Limited,EQ,17-SEP-2003,10,1,INE670A01012,10
1605,TATAINVEST,Tata Investment Corporation Limited,EQ,24-JUN-1998,10,1,INE672A01018,10
1606,TATAMETALI,Tata Metaliks Limited,EQ,27-MAY-2003,10,1,INE056C01010,10
1607,TATAMOTORS,Tata Motors Limited,EQ,22-JUL-1998,2,1,INE155A01022,2
1608,TATAMTRDVR,Tata Motors Limited,EQ,05-NOV-2008,2,1,IN9155A01020,2
1609,TATAPOWER,Tata Power Company Limited,EQ,03-APR-1996,1,1,INE245A01021,1
1610,TATASTEEL,Tata Steel Limited,EQ,18-NOV-1998,1,1,INE081A01020,1
1611,TATASTLLP,Tata Steel Long Products Limited,EQ,24-FEB-2003,10,1,INE674A01014,10
1612,TATVA,Tatva Chintan Pharma Chem Limited,EQ,29-JUL-2021,10,1,INE0GK401011,10
1613,TBZ,Tribhovandas Bhimji Zaveri Limited,EQ,09-MAY-2012,10,1,INE760L01018,10
1614,TCI,Transport Corporation of India Limited,EQ,21-JAN-2002,2,1,INE688A01022,2
1615,TCIDEVELOP,TCI Developers Limited,EQ,19-APR-2011,10,1,INE662L01016,10
1616,TCIEXP,TCI Express Limited,EQ,15-DEC-2016,2,1,INE586V01016,2
1617,TCNSBRANDS,TCNS Clothing Co. Limited,EQ,30-JUL-2018,2,1,INE778U01029,2
1618,TCPLPACK,TCPL Packaging Limited,EQ,17-OCT-2017,10,1,INE822C01015,10
1619,TCS,Tata Consultancy Services Limited,EQ,25-AUG-2004,1,1,INE467B01029,1
1620,TDPOWERSYS,TD Power Systems Limited,EQ,08-SEP-2011,10,1,INE419M01019,10
1621,TEAMLEASE,Teamlease Services Limited,EQ,12-FEB-2016,10,1,INE985S01024,10
1622,TECHIN,Techindia Nirman Limited,EQ,08-SEP-2011,10,1,INE778A01021,10
1623,TECHM,Tech Mahindra Limited,EQ,28-AUG-2006,5,1,INE669C01036,5
1624,TECHNOE,Techno Electric & Engineering Company Limited,EQ,04-DEC-2018,2,1,INE285K01026,2
1625,TEGA,Tega Industries Limited,EQ,13-DEC-2021,10,1,INE011K01018,10
1626,TEJASNET,Tejas Networks Limited,EQ,27-JUN-2017,10,1,INE010J01012,10
1627,TEMBO,Tembo Global Industries Limited,EQ,23-APR-2021,10,1,INE869Y01010,10
1628,TERASOFT,Tera Software Limited,EQ,29-DEC-2016,10,1,INE482B01010,10
1629,TEXINFRA,Texmaco Infrastructure & Holdings Limited,EQ,09-SEP-2004,1,1,INE435C01024,1
1630,TEXMOPIPES,Texmo Pipes and Products Limited,EQ,10-MAR-2010,10,1,INE141K01013,10
1631,TEXRAIL,Texmaco Rail & Engineering Limited,EQ,03-MAR-2011,1,1,INE621L01012,1
1632,TFCILTD,Tourism Finance Corporation of India Limited,EQ,26-JUL-2000,10,1,INE305A01015,10
1633,TFL,Transwarranty Finance Limited,BE,26-FEB-2007,10,1,INE804H01012,10
1634,TGBHOTELS,TGB Banquets And Hotels Limited,EQ,17-MAY-2007,10,1,INE797H01018,10
1635,THANGAMAYL,Thangamayil Jewellery Limited,EQ,19-FEB-2010,10,1,INE085J01014,10
1636,THEINVEST,The Investment Trust Of India Limited,EQ,02-AUG-2017,10,1,INE924D01017,10
1637,THEMISMED,Themis Medicare Limited,EQ,02-APR-2007,10,1,INE083B01016,10
1638,THERMAX,Thermax Limited,EQ,30-AUG-1995,2,1,INE152A01029,2
1639,THOMASCOOK,Thomas Cook  (India)  Limited,EQ,07-JUN-2000,1,1,INE332A01027,1
1640,THOMASCOTT,Thomas Scott (India) Limited,BE,30-JAN-2012,10,1,INE480M01011,10
1641,THYROCARE,Thyrocare Technologies Limited,EQ,09-MAY-2016,10,1,INE594H01019,10
1642,TI,Tilaknagar Industries Limited,EQ,16-JUL-2010,10,1,INE133E01013,10
1643,TIDEWATER,Tide Water Oil Company (India) Limited,EQ,16-JAN-2007,2,1,INE484C01030,2
1644,TIIL,Technocraft Industries (India) Limited,EQ,12-FEB-2007,10,1,INE545H01011,10
1645,TIINDIA,Tube Investments of India Limited,EQ,02-NOV-2017,1,1,INE974X01010,1
1646,TIJARIA,Tijaria Polypipes Limited,EQ,14-OCT-2011,10,1,INE440L01017,10
1647,TIL,TIL Limited,EQ,27-SEP-1995,10,1,INE806C01018,10
1648,TIMESGTY,Times Guaranty Limited,EQ,11-JUN-2002,10,1,INE289C01025,10
1649,TIMETECHNO,Time Technoplast Limited,EQ,13-JUN-2007,1,1,INE508G01029,1
1650,TIMKEN,Timken India Limited,EQ,06-FEB-2007,10,1,INE325A01013,10
1651,TINPLATE,The Tinplate Company of India Limited,EQ,27-JAN-2006,10,1,INE422C01014,10
1652,TIPSFILMS,Tips Films Limited,EQ,06-OCT-2022,10,1,INE0LQS01015,10
1653,TIPSINDLTD,TIPS Industries Limited,EQ,10-NOV-2000,10,1,INE716B01011,10
1654,TIRUMALCHM,Thirumalai Chemicals Limited,EQ,14-MAY-2003,1,1,INE338A01024,1
1655,TIRUPATIFL,Tirupati Forge Limited,EQ,04-AUG-2020,2,1,INE319Y01024,2
1656,TITAN,Titan Company Limited,EQ,24-SEP-2004,1,1,INE280A01028,1
1657,TMB,Tamilnad Mercantile Bank Limited,EQ,15-SEP-2022,10,1,INE668A01016,10
1658,TNPETRO,Tamilnadu PetroProducts Limited,EQ,27-OCT-1999,10,1,INE148A01019,10
1659,TNPL,Tamil Nadu Newsprint & Papers Limited,EQ,14-FEB-1996,10,1,INE107A01015,10
1660,TNTELE,Tamilnadu Telecommunication Limited,BE,04-FEB-2003,10,1,INE141D01018,10
1661,TOKYOPLAST,Tokyo Plast International Limited,EQ,11-OCT-1995,10,1,INE932C01012,10
1662,TORNTPHARM,Torrent Pharmaceuticals Limited,EQ,25-NOV-2002,5,1,INE685A01028,5
1663,TORNTPOWER,Torrent Power Limited,EQ,28-NOV-2006,10,1,INE813H01021,10
1664,TOTAL,Total Transport Systems Limited,EQ,28-AUG-2020,10,1,INE336X01012,10
1665,TOUCHWOOD,Touchwood Entertainment Limited,BE,21-JAN-2020,10,1,INE486Y01013,10
1666,TPLPLASTEH,TPL Plastech Limited,EQ,20-MAY-2015,2,1,INE413G01022,2
1667,TRACXN,Tracxn Technologies Limited,EQ,20-OCT-2022,1,1,INE0HMF01019,1
1668,TREEHOUSE,Tree House Education & Accessories Limited,BE,26-AUG-2011,10,1,INE040M01013,10
1669,TREJHARA,TREJHARA SOLUTIONS LIMITED,EQ,28-DEC-2018,10,1,INE00CA01015,10
1670,TRENT,Trent Limited,EQ,07-JUN-2004,1,1,INE849A01020,1
1671,TRF,TRF Limited,EQ,26-MAR-2010,10,1,INE391D01019,10
1672,TRIDENT,Trident Limited,EQ,21-FEB-2001,1,1,INE064C01022,1
1673,TRIGYN,Trigyn Technologies Limited,EQ,09-APR-1998,10,1,INE948A01012,10
1674,TRIL,Transformers And Rectifiers (India) Limited,EQ,28-DEC-2007,1,1,INE763I01026,1
1675,TRITURBINE,Triveni Turbine Limited,EQ,28-OCT-2011,1,1,INE152M01016,1
1676,TRIVENI,Triveni Engineering & Industries Limited,EQ,13-DEC-2005,1,1,INE256C01024,1
1677,TRU,TruCap Finance Limited,EQ,10-MAY-2022,2,1,INE615R01029,2
1678,TTKHLTCARE,TTK Healthcare Limited,EQ,02-DEC-2015,10,1,INE910C01018,10
1679,TTKPRESTIG,TTK Prestige Limited,EQ,22-DEC-1999,1,1,INE690A01028,1
1680,TTL,T T Limited,EQ,22-FEB-2007,10,1,INE592B01016,10
1681,TTML,Tata Teleservices (Maharashtra) Limited,BE,20-OCT-2000,10,1,INE517B01013,10
1682,TV18BRDCST,TV18 Broadcast Limited,EQ,08-FEB-2007,2,1,INE886H01027,2
1683,TVSELECT,TVS Electronics Limited,EQ,26-DEC-2003,10,1,INE236G01019,10
1684,TVSMOTOR,TVS Motor Company Limited,EQ,02-AUG-2000,1,1,INE494B01023,1
1685,TVSSRICHAK,TVS Srichakra Limited,EQ,13-FEB-2007,10,1,INE421C01016,10
1686,TVTODAY,TV Today Network Limited,EQ,16-JAN-2004,5,1,INE038F01029,5
1687,TVVISION,TV Vision Limited,BE,15-SEP-2016,10,1,INE871L01013,10
1688,TWL,Titagarh Wagons Limited,BE,21-APR-2008,2,1,INE615H01020,2
1689,UBL,United Breweries Limited,EQ,28-JUL-2008,1,1,INE686F01025,1
1690,UCALFUEL,Ucal Fuel Systems Limited,EQ,13-SEP-1995,10,1,INE139B01016,10
1691,UCOBANK,UCO Bank,EQ,09-OCT-2003,10,1,INE691A01018,10
1692,UDAICEMENT,Udaipur Cement Works Limited,EQ,23-DEC-2021,4,1,INE225C01029,4
1693,UFLEX,UFLEX Limited,EQ,23-AUG-1995,10,1,INE516A01017,10
1694,UFO,UFO Moviez India Limited,EQ,14-MAY-2015,10,1,INE527H01019,10
1695,UGARSUGAR,The Ugar Sugar Works Limited,EQ,23-AUG-2010,1,1,INE071E01023,1
1696,UGROCAP,Ugro Capital Limited,EQ,11-AUG-2021,10,1,INE583D01011,10
1697,UJAAS,Ujaas Energy Limited,BE,20-OCT-2011,1,1,INE899L01022,1
1698,UJJIVAN,Ujjivan Financial Services Limited,EQ,10-MAY-2016,10,1,INE334L01012,10
1699,UJJIVANSFB,Ujjivan Small Finance Bank Limited,EQ,12-DEC-2019,10,1,INE551W01018,10
1700,ULTRACEMCO,UltraTech Cement Limited,EQ,24-AUG-2004,10,1,INE481G01011,10
1701,UMAEXPORTS,Uma Exports Limited,EQ,07-APR-2022,10,1,INE0GIU01018,10
1702,UMANGDAIRY,Umang Dairies Limited,EQ,02-DEC-2015,5,1,INE864B01027,5
1703,UMESLTD,Usha Martin Education & Solutions Limited,EQ,12-JUL-2010,1,1,INE240C01028,1
1704,UNICHEMLAB,Unichem Laboratories Limited,EQ,07-FEB-2001,2,1,INE351A01035,2
1705,UNIDT,United Drilling Tools Limited,EQ,25-SEP-2020,10,1,INE961D01019,10
1706,UNIENTER,Uniphos Enterprises Limited,EQ,23-JAN-2004,2,1,INE037A01022,2
1707,UNIINFO,Uniinfo Telecom Services Limited,EQ,12-JAN-2022,10,1,INE481Z01011,10
1708,UNIONBANK,Union Bank of India,EQ,24-SEP-2002,10,1,INE692A01016,10
1709,UNITECH,Unitech Limited,BZ,08-SEP-1999,2,1,INE694A01020,2
1710,UNITEDPOLY,United Polyfab Gujarat Limited,EQ,31-DEC-2021,10,1,INE368U01011,10
1711,UNITEDTEA,The United Nilgiri Tea Estates Company Limited,EQ,28-JAN-2015,10,1,INE458F01011,10
1712,UNIVASTU,Univastu India Limited,EQ,22-JUN-2020,10,1,INE562X01013,10
1713,UNIVCABLES,Universal Cables Limited,EQ,17-MAY-1995,10,1,INE279A01012,10
1714,UNIVPHOTO,Universus Photo Imagings Limited,EQ,14-FEB-2020,10,1,INE03V001013,10
1715,UNOMINDA,UNO Minda Limited,EQ,02-FEB-2007,2,1,INE405E01023,2
1716,UPL,UPL Limited,EQ,23-JAN-2004,2,1,INE628A01036,2
1717,URJA,Urja Global Limited,BE,28-MAR-2017,1,1,INE550C01020,1
1718,USHAMART,Usha Martin Limited,EQ,11-OCT-2000,1,1,INE228A01035,1
1719,UTIAMC,UTI Asset Management Company Limited,EQ,12-OCT-2020,10,1,INE094J01016,10
1720,UTTAMSUGAR,Uttam Sugar Mills Limited,EQ,10-APR-2006,10,1,INE786F01031,10
1721,V2RETAIL,V2 Retail Limited,EQ,04-JUL-2007,10,1,INE945H01013,10
1722,VADILALIND,Vadilal Industries Limited,EQ,15-JUN-2011,10,1,INE694D01016,10
1723,VAIBHAVGBL,Vaibhav Global Limited,EQ,05-APR-2004,2,1,INE884A01027,2
1724,VAISHALI,Vaishali Pharma Limited,EQ,15-JAN-2020,10,1,INE972X01014,10
1725,VAKRANGEE,Vakrangee Limited,EQ,03-APR-2006,1,1,INE051B01021,1
1726,VALIANTORG,Valiant Organics Limited,EQ,23-JUL-2021,10,1,INE565V01010,10
1727,VARDHACRLC,Vardhman Acrylics Limited,EQ,30-SEP-2003,10,1,INE116G01013,10
1728,VARDMNPOLY,Vardhman Polytex Limited,EQ,12-MAY-2003,10,1,INE835A01011,10
1729,VARROC,Varroc Engineering Limited,EQ,06-JUL-2018,1,1,INE665L01035,1
1730,VASCONEQ,Vascon Engineers Limited,EQ,15-FEB-2010,10,1,INE893I01013,10
1731,VASWANI,Vaswani Industries Limited,EQ,20-SEP-2011,10,1,INE590L01019,10
1732,VBL,Varun Beverages Limited,EQ,08-NOV-2016,10,1,INE200M01013,10
1733,VCL,Vaxtex Cotfab Limited,EQ,19-APR-2022,2,1,INE098201028,2
1734,VEDL,Vedanta Limited,EQ,13-MAY-1998,1,1,INE205A01025,1
1735,VENKEYS,Venky's (India) Limited,EQ,28-JUL-2003,10,1,INE398A01010,10
1736,VENUSPIPES,Venus Pipes & Tubes Limited,EQ,24-MAY-2022,10,1,INE0JA001018,10
1737,VENUSREM,Venus Remedies Limited,EQ,20-DEC-2006,10,1,INE411B01019,10
1738,VERANDA,Veranda Learning Solutions Limited,EQ,11-APR-2022,10,1,INE0IQ001011,10
1739,VERTOZ,Vertoz Advertising Limited,EQ,14-MAY-2020,10,1,INE188Y01015,10
1740,VESUVIUS,Vesuvius India Limited,EQ,04-OCT-2002,10,1,INE386A01015,10
1741,VETO,Veto Switchgears And Cables Limited,EQ,29-APR-2015,10,1,INE918N01018,10
1742,VGUARD,V-Guard Industries Limited,EQ,13-MAR-2008,1,1,INE951I01027,1
1743,VHL,Vardhman Holdings Limited,EQ,30-JUN-2005,10,1,INE701A01023,10
1744,VIDHIING,Vidhi Specialty Food Ingredients Limited,EQ,02-MAR-2016,1,1,INE632C01026,1
1745,VIJAYA,Vijaya Diagnostic Centre Limited,EQ,14-SEP-2021,1,1,INE043W01024,1
1746,VIJIFIN,Viji Finance Limited,EQ,11-JUL-2016,1,1,INE159N01027,1
1747,VIKASECO,Vikas EcoTech Limited,EQ,12-DEC-2011,1,1,INE806A01020,1
1748,VIKASLIFE,Vikas Lifecare Limited,EQ,08-MAY-2019,1,1,INE161L01027,1
1749,VIKASPROP,Vikas Proppant & Granite Limited,BE,19-AUG-2019,1,1,INE767B01022,1
1750,VIKASWSP,Vikas WSP Limited,BZ,10-MAY-1995,1,1,INE706A01022,1
1751,VIMTALABS,Vimta Labs Limited,EQ,15-DEC-2005,2,1,INE579C01029,2
1752,VINATIORGA,Vinati Organics Limited,EQ,28-JUL-2009,1,1,INE410B01037,1
1753,VINDHYATEL,Vindhya Telelinks Limited,EQ,08-FEB-1995,10,1,INE707A01012,10
1754,VINEETLAB,Vineet Laboratories Limited,EQ,15-JUN-2021,10,1,INE505Y01010,10
1755,VINYLINDIA,Vinyl Chemicals (India) Limited,BE,21-JUL-2008,1,1,INE250B01029,1
1756,VIPCLOTHNG,VIP Clothing Limited,EQ,06-AUG-2007,2,1,INE450G01024,2
1757,VIPIND,VIP Industries Limited,EQ,02-MAR-2005,2,1,INE054A01027,2
1758,VIPULLTD,Vipul Limited,EQ,23-APR-2015,1,1,INE946H01037,1
1759,VISAKAIND,Visaka Industries Limited,EQ,28-AUG-1996,10,1,INE392A01013,10
1760,VISASTEEL,Visa Steel Limited,EQ,17-MAR-2006,10,1,INE286H01012,10
1761,VISESHINFO,Visesh Infotecnics Limited,EQ,14-JAN-2000,1,1,INE861A01058,1
1762,VISHAL,Vishal Fabrics Limited,EQ,19-AUG-2019,5,1,INE755Q01025,5
1763,VISHNU,Vishnu Chemicals Limited,EQ,05-MAR-2015,10,1,INE270I01014,10
1764,VISHWARAJ,Vishwaraj Sugar Industries Limited,EQ,15-OCT-2019,2,1,INE430N01022,2
1765,VIVIDHA,Visagar Polytex Limited,EQ,21-MAY-2013,1,1,INE370E01029,1
1766,VIVIMEDLAB,Vivimed Labs Limited,EQ,17-AUG-2005,2,1,INE526G01021,2
1767,VLSFINANCE,VLS Finance Limited,EQ,25-MAY-1995,10,1,INE709A01018,10
1768,VMART,V-Mart Retail Limited,EQ,20-FEB-2013,10,1,INE665J01013,10
1769,VOLTAMP,Voltamp Transformers Limited,EQ,20-SEP-2006,10,1,INE540H01012,10
1770,VOLTAS,Voltas Limited,EQ,12-APR-1995,1,1,INE226A01021,1
1771,VRLLOG,VRL Logistics Limited,EQ,30-APR-2015,10,1,INE366I01010,10
1772,VSSL,Vardhman Special Steels Limited,EQ,17-MAY-2012,10,1,INE050M01012,10
1773,VSTIND,VST Industries Limited,EQ,05-SEP-2003,10,1,INE710A01016,10
1774,VSTTILLERS,V.S.T Tillers Tractors Limited,EQ,20-JUN-2011,10,1,INE764D01017,10
1775,VTL,Vardhman Textiles Limited,EQ,14-JAN-2003,2,1,INE825A01020,2
1776,WABAG,VA Tech Wabag Limited,EQ,13-OCT-2010,2,1,INE956G01038,2
1777,WALCHANNAG,Walchandnagar Industries Limited,BE,18-SEP-1996,2,1,INE711A01022,2
1778,WANBURY,Wanbury Limited,BE,29-JAN-2007,10,1,INE107F01022,10
1779,WATERBASE,Waterbase Limited,EQ,08-FEB-1995,10,1,INE054C01015,10
1780,WEALTH,Wealth First Portfolio Managers Limited,EQ,20-JAN-2021,10,1,INE658T01017,10
1781,WEBELSOLAR,Websol Energy System Limited,EQ,15-MAY-2007,10,1,INE855C01015,10
1782,WEIZMANIND,Weizmann Limited,EQ,10-MAY-1995,10,1,INE080A01014,10
1783,WELCORP,Welspun Corp Limited,EQ,24-MAY-2005,5,1,INE191B01025,5
1784,WELENT,Welspun Enterprises Limited,EQ,04-NOV-2004,10,1,INE625G01013,10
1785,WELINV,Welspun Investments and Commercials Limited,EQ,20-SEP-2010,10,1,INE389K01018,10
1786,WELSPUNIND,Welspun India Limited,EQ,04-DEC-2003,1,1,INE192B01031,1
1787,WENDT,Wendt (India) Limited,EQ,07-AUG-2006,10,1,INE274C01019,10
1788,WESTLIFE,Westlife Development Ltd,EQ,19-AUG-2019,2,1,INE274F01020,2
1789,WEWIN,WE WIN LIMITED,BE,15-JUN-2022,10,1,INE082W01014,10
1790,WFL,Wonder Fibromats Limited,EQ,17-JAN-2022,10,1,INE02WG01016,10
1791,WHEELS,Wheels India Limited,EQ,07-APR-2000,10,1,INE715A01015,10
1792,WHIRLPOOL,Whirlpool of India Limited,EQ,06-APR-2010,10,1,INE716A01013,10
1793,WILLAMAGOR,Williamson Magor & Company Limited,BE,08-FEB-1995,10,1,INE210A01017,10
1794,WINDLAS,Windlas Biotech Limited,EQ,16-AUG-2021,5,1,INE0H5O01029,5
1795,WINDMACHIN,Windsor Machines Limited,EQ,17-AUG-2011,2,1,INE052A01021,2
1796,WINPRO,WinPro Industries Limited,BE,19-AUG-2019,5,1,INE974C01022,5
1797,WIPL,The Western India Plywoods Limited,BE,17-APR-2017,10,1,INE215F01023,10
1798,WIPRO,Wipro Limited,EQ,08-NOV-1995,2,1,INE075A01022,2
1799,WOCKPHARMA,Wockhardt Limited,EQ,23-FEB-2000,5,1,INE049B01025,5
1800,WONDERLA,Wonderla Holidays Limited,EQ,09-MAY-2014,10,1,INE066O01014,10
1801,WORTH,Worth Peripherals Limited,EQ,04-AUG-2020,10,1,INE196Y01018,10
1802,WSTCSTPAPR,West Coast Paper Mills Limited,EQ,17-JAN-2001,2,1,INE976A01021,2
1803,XCHANGING,Xchanging Solutions Limited,EQ,09-MAR-2005,10,1,INE692G01013,10
1804,XELPMOC,Xelpmoc Design And Tech Limited,BE,04-FEB-2019,10,1,INE01P501012,10
1805,XPROINDIA,Xpro India Limited,EQ,27-APR-2004,10,1,INE445C01015,10
1806,YAARI,Yaari Digital Integrated Services Limited,EQ,18-AUG-2011,2,1,INE126M01010,2
1807,YESBANK,Yes Bank Limited,EQ,12-JUL-2005,2,1,INE528G01035,2
1808,YUKEN,Yuken India Limited,EQ,02-SEP-2021,10,1,INE384C01016,10
1809,ZEEL,Zee Entertainment Enterprises Limited,EQ,09-SEP-1998,1,1,INE256A01028,1
1810,ZEELEARN,Zee Learn Limited,EQ,20-DEC-2010,1,1,INE565L01011,1
1811,ZEEMEDIA,Zee Media Corporation Limited,BE,10-JAN-2007,1,1,INE966H01019,1
1812,ZENITHEXPO,Zenith Exports Limited,BE,10-JUL-1996,10,1,INE058B01018,10
1813,ZENITHSTL,Zenith Steel Pipes & Industries Limited,EQ,30-APR-2007,10,1,INE318D01020,10
1814,ZENSARTECH,Zensar Technologies Limited,EQ,09-JUL-2003,2,1,INE520A01027,2
1815,ZENTEC,Zen Technologies Limited,EQ,30-MAR-2015,1,1,INE251B01027,1
1816,ZFCVINDIA,ZF Commercial Vehicle Control Systems India Limited,EQ,01-OCT-2008,5,1,INE342J01019,5
1817,ZODIAC,Zodiac Energy Limited,EQ,14-DEC-2021,10,1,INE761Y01019,10
1818,ZODIACLOTH,Zodiac Clothing Company Limited,EQ,27-SEP-1995,10,1,INE206B01013,10
1819,ZOMATO,Zomato Limited,EQ,23-JUL-2021,1,1,INE758T01015,1
1820,ZOTA,Zota Health Care LImited,EQ,19-AUG-2019,10,1,INE358U01012,10
1821,ZUARI,Zuari Agro Chemicals Limited,EQ,27-NOV-2012,10,1,INE840M01016,10
1822,ZUARIIND,ZUARI INDUSTRIES LIMITED,EQ,12-APR-1995,10,1,INE217A01012,10
1823,ZYDUSLIFE,Zydus Lifesciences Limited,EQ,18-APR-2000,1,1,INE010B01027,1
1824,ZYDUSWELL,Zydus Wellness Limited,EQ,13-NOV-2009,10,1,INE768C01010,10
